Date,Demographic_category,Administered_Dose1,Administered_Dose1_pct_known,Administered_Dose1_pct_US,Series_Complete_Yes,Administered_Dose1_pct_agegroup,Series_Complete_Pop_pct_agegroup,Series_Complete_Pop_Pct_known,Series_Complete_Pop_Pct_US,Booster_Doses_Vax_pct_agegroup,Booster_Doses_Pop_Pct_known,Booster_Doses_Vax_Pct_US,Booster_Doses_Pop_Pct_known_Last14Days,Booster_Doses_Yes,Booster_Doses_Yes_Last14Days
1/23/2022,Race_eth_NHAsian,12503130,6.7,5,11079162,65.8,58.3,6.8,5.3,82.9,4.6,4.1,5.6,1252024,39894
1/23/2022,Ages_50-64_yrs,58547929,23.4,23.3,50449331,92,79.2,24,24,0,0,0,0,0,0
1/23/2022,Ages_16-17_yrs,5851071,2.3,2.3,4942223,69.7,58.9,2.3,2.3,0,0,0,0,0,0
1/23/2022,Ages_12-17_yrs,16629800,6.6,6.6,13923641,65.7,55,6.6,6.6,0,0,0,0,0,0
1/23/2022,Ages_5-11_yrs,8376188,3.3,3.3,5719260,29.1,19.9,2.7,2.7,0,0,0,0,0,0
1/23/2022,Sex_known,248528099,100,99.1,208843553,,,100,99.3,63.2,100,100,100,30404068,800166
1/23/2022,Age_unknown,25404,0,0,5807,,,0,0,0,0,0,0,0,0
1/23/2022,Ages_75+_yrs,22766982,9.1,9.1,19459520,95,85,9.3,9.3,65.3,41.8,40.3,37.8,12712533,303177
1/23/2022,Sex_Female,129829779,52.2,51.8,109545264,77,65,52.5,52.1,63.5,55,54.8,56.9,16726844,455190
1/23/2022,Ages_<12yrs,8401505,3.4,3.4,5723739,17.3,11.8,2.7,2.7,0,0,0,0,0,0
1/23/2022,Race_eth_NHWhite,103438336,55.7,41.2,92567243,52.4,46.9,56.8,44,74.7,72.8,71.1,63.7,19747467,454108
1/23/2022,Race_eth_NHBlack,18757289,10.1,7.5,16119013,45.5,39.1,9.9,7.7,66.7,7.6,8.3,10.9,2050248,78098
1/23/2022,Race_eth_unknown,65065280,35,25.9,47527994,,,29.2,22.6,29.6,12.2,30,12.3,3304892,88038
1/23/2022,Ages_18-24_yrs,22917247,9.1,9.1,18436321,74.9,60.3,8.8,8.8,0,0,0,0,0,0
1/23/2022,Sex_unknown,2235501,0.9,0.9,1514455,,,0.7,0.7,17.9,0.1,0.5,0.2,42103,1233
1/23/2022,Race_eth_known,185698315,100,74.1,162830009,,,100,77.4,73,100,100,100,27141279,713361
1/23/2022,Ages_<5yrs,20259,0,0,3174,0.1,0,0,0,0,0,0,0,0,0
1/23/2022,Sex_Male,118698320,47.8,47.3,99298289,72.6,60.7,47.5,47.2,62.9,45,45.2,43.1,13677224,344976
1/23/2022,Race_eth_NHAIAN,1672478,0.9,0.7,1369022,68.7,56.2,0.8,0.7,62.2,0.5,0.6,0.7,142845,4679
1/23/2022,Age_known,250738196,100,100,210352201,,,100,100,63,100,100,100,30446171,801399
1/23/2022,Race_eth_NHMult_Oth,11079544,6,4.4,9658462,95,95,5.9,4.6,73.7,5.9,5.8,5.1,1592032,36431
1/23/2022,Ages_12-15_yrs,10778729,4.3,4.3,8981418,63.7,53.1,4.3,4.3,0,0,0,0,0,0
1/23/2022,Race_eth_Hispanic,37660453,20.3,15,31518716,59.1,49.4,19.4,15,62.5,8.5,10,13.8,2312780,98337
1/23/2022,US,250763600,,100,210358008,75.5,63.4,,100,63,,,,30446171,801399
1/23/2022,Ages_65-74_yrs,33659715,13.4,13.4,28865375,95,90.5,13.7,13.7,61.4,58.2,59.7,62.2,17733638,498222
1/23/2022,Ages_25-39_yrs,53121583,21.2,21.2,43959333,77.7,64.3,20.9,20.9,0,0,0,0,0,0
1/23/2022,Race_eth_NHNHOPI,587085,0.3,0.2,518391,63.2,55.8,0.3,0.2,64,0.2,0.2,0.3,43883,1814
1/23/2022,Ages_40-49_yrs,34693435,13.8,13.8,29534941,85.1,72.4,14,14,0,0,0,0,0,0
1/22/2022,Race_eth_NHMult_Oth,11079544,6,4.4,9658462,95,95,5.9,4.6,73.7,5.9,5.8,5.1,1592032,41489
1/22/2022,Ages_5-11_yrs,8376188,3.3,3.3,5719260,29.1,19.9,2.7,2.7,0,0,0,0,0,0
1/22/2022,Ages_<12yrs,8401505,3.4,3.4,5723739,17.3,11.8,2.7,2.7,0,0,0,0,0,0
1/22/2022,Sex_known,248528099,100,99.1,208843553,,,100,99.3,63.2,100,100,100,30404068,909869
1/22/2022,Sex_Male,118698320,47.8,47.3,99298289,72.6,60.7,47.5,47.2,62.9,45,45.2,43.2,13677224,393045
1/22/2022,Sex_unknown,2235501,0.9,0.9,1514455,,,0.7,0.7,17.9,0.1,0.5,0.2,42103,1386
1/22/2022,Age_known,250738196,100,100,210352201,,,100,100,63,100,100,100,30446171,911255
1/22/2022,Race_eth_Hispanic,37660453,20.3,15,31518716,59.1,49.4,19.4,15,62.5,8.5,10,13.7,2312780,110955
1/22/2022,Ages_<5yrs,20259,0,0,3174,0.1,0,0,0,0,0,0,0,0,0
1/22/2022,Race_eth_known,185698315,100,74.1,162830009,,,100,77.4,73,100,100,100,27141279,811823
1/22/2022,Ages_25-39_yrs,53121583,21.2,21.2,43959333,77.7,64.3,20.9,20.9,0,0,0,0,0,0
1/22/2022,Sex_Female,129829779,52.2,51.8,109545264,77,65,52.5,52.1,63.5,55,54.8,56.8,16726844,516824
1/22/2022,Ages_50-64_yrs,58547929,23.4,23.3,50449331,92,79.2,24,24,0,0,0,0,0,0
1/22/2022,Race_eth_NHAIAN,1672478,0.9,0.7,1369022,68.7,56.2,0.8,0.7,62.2,0.5,0.6,0.6,142845,5248
1/22/2022,Ages_65-74_yrs,33659715,13.4,13.4,28865375,95,90.5,13.7,13.7,61.4,58.2,59.7,62.2,17733638,567256
1/22/2022,Ages_18-24_yrs,22917247,9.1,9.1,18436321,74.9,60.3,8.8,8.8,0,0,0,0,0,0
1/22/2022,Race_eth_NHAsian,12503130,6.7,5,11079162,65.8,58.3,6.8,5.3,82.9,4.6,4.1,5.6,1252024,45676
1/22/2022,Race_eth_NHBlack,18757289,10.1,7.5,16119013,45.5,39.1,9.9,7.7,66.7,7.6,8.3,10.9,2050248,88113
1/22/2022,Ages_40-49_yrs,34693435,13.8,13.8,29534941,85.1,72.4,14,14,0,0,0,0,0,0
1/22/2022,Ages_12-17_yrs,16629800,6.6,6.6,13923641,65.7,55,6.6,6.6,0,0,0,0,0,0
1/22/2022,Race_eth_unknown,65065280,35,25.9,47527994,,,29.2,22.6,29.6,12.2,30,12.2,3304892,99432
1/22/2022,Ages_75+_yrs,22766982,9.1,9.1,19459520,95,85,9.3,9.3,65.3,41.8,40.3,37.8,12712533,343999
1/22/2022,Ages_16-17_yrs,5851071,2.3,2.3,4942223,69.7,58.9,2.3,2.3,0,0,0,0,0,0
1/22/2022,Ages_12-15_yrs,10778729,4.3,4.3,8981418,63.7,53.1,4.3,4.3,0,0,0,0,0,0
1/22/2022,US,250763600,,100,210358008,75.5,63.4,,100,63,,,,30446171,911255
1/22/2022,Race_eth_NHNHOPI,587085,0.3,0.2,518391,63.2,55.8,0.3,0.2,64,0.2,0.2,0.3,43883,2050
1/22/2022,Age_unknown,25404,0,0,5807,,,0,0,0,0,0,0,0,0
1/22/2022,Race_eth_NHWhite,103438336,55.7,41.2,92567243,52.4,46.9,56.8,44,74.7,72.8,71.1,63.8,19747467,518292
1/21/2022,Ages_25-39_yrs,53118118,21.2,21.2,43957992,77.7,64.3,20.9,20.9,0,0,0,0,0,0
1/21/2022,Race_eth_NHAIAN,1672416,0.9,0.7,1368986,68.7,56.2,0.8,0.7,62.2,0.5,0.6,0.6,142837,5320
1/21/2022,Ages_5-11_yrs,8370731,3.3,3.3,5713399,29.1,19.9,2.7,2.7,0,0,0,0,0,0
1/21/2022,Race_eth_known,185683132,100,74.1,162820370,,,100,77.4,73,100,100,100,27139105,832360
1/21/2022,Sex_Female,129820562,52.2,51.8,109539785,77,65,52.5,52.1,63.5,55,54.8,56.8,16725433,530113
1/21/2022,Sex_unknown,2235431,0.9,0.9,1514412,,,0.7,0.7,17.9,0.1,0.5,0.1,42100,1392
1/21/2022,Race_eth_Hispanic,37654392,20.3,15,31514946,59.1,49.4,19.4,15,62.5,8.5,10,13.7,2312230,114067
1/21/2022,Ages_40-49_yrs,34691417,13.8,13.8,29534142,85,72.4,14,14,0,0,0,0,0,0
1/21/2022,Ages_16-17_yrs,5850468,2.3,2.3,4941936,69.7,58.9,2.3,2.3,0,0,0,0,0,0
1/21/2022,Sex_Male,118689244,47.8,47.3,99292575,72.6,60.7,47.5,47.2,62.9,45,45.2,43.2,13676179,402566
1/21/2022,Ages_12-15_yrs,10776824,4.3,4.3,8980277,63.7,53.1,4.3,4.3,0,0,0,0,0,0
1/21/2022,Race_eth_NHWhite,103434124,55.7,41.3,92565256,52.4,46.9,56.9,44,74.7,72.8,71.1,63.8,19746487,530859
1/21/2022,Sex_known,248509806,100,99.1,208832360,,,100,99.3,63.2,100,100,100,30401612,932679
1/21/2022,Ages_50-64_yrs,58545653,23.4,23.3,50448465,92,79.2,24,24,0,0,0,0,0,0
1/21/2022,Race_eth_NHMult_Oth,11078882,6,4.4,9657754,95,95,5.9,4.6,73.7,5.9,5.8,5.1,1591910,42627
1/21/2022,Age_unknown,25403,0,0,5807,,,0,0,0,0,0,0,0,0
1/21/2022,Ages_65-74_yrs,33659146,13.4,13.4,28865185,95,90.5,13.7,13.7,61.4,58.2,59.7,62.3,17731963,582216
1/21/2022,Age_known,250719834,100,100,210340965,,,100,100,63,100,100,100,30443712,934071
1/21/2022,Ages_<5yrs,20255,0,0,3174,0.1,0,0,0,0,0,0,0,0,0
1/21/2022,Ages_18-24_yrs,22915409,9.1,9.1,18435660,74.9,60.3,8.8,8.8,0,0,0,0,0,0
1/21/2022,Race_eth_unknown,65062100,35,25.9,47526397,,,29.2,22.6,29.6,12.2,30,12.2,3304607,101711
1/21/2022,US,250745237,,100,210346772,75.5,63.4,,100,63,,,,30443712,934071
1/21/2022,Race_eth_NHBlack,18754846,10.1,7.5,16117313,45.5,39.1,9.9,7.7,66.7,7.6,8.3,10.8,2049939,89902
1/21/2022,Ages_<12yrs,8396043,3.3,3.3,5717877,17.3,11.8,2.7,2.7,0,0,0,0,0,0
1/21/2022,Race_eth_NHNHOPI,587068,0.3,0.2,518383,63.2,55.8,0.3,0.2,64,0.2,0.2,0.3,43883,2112
1/21/2022,Ages_75+_yrs,22766756,9.1,9.1,19459431,95,85,9.3,9.3,65.3,41.8,40.3,37.7,12711749,351855
1/21/2022,Ages_12-17_yrs,16627292,6.6,6.6,13922213,65.7,55,6.6,6.6,0,0,0,0,0,0
1/21/2022,Race_eth_NHAsian,12501404,6.7,5,11077732,65.8,58.3,6.8,5.3,82.8,4.6,4.1,5.7,1251819,47473
1/20/2022,Race_eth_NHNHOPI,586754,0.3,0.2,518233,63.2,55.8,0.3,0.2,63.9,0.2,0.2,0.3,43806,2148
1/20/2022,Age_unknown,25403,0,0,5807,,,0,0,0,0,0,0,0,0
1/20/2022,US,250634070,,100,210279066,75.5,63.3,,100,62.9,,,,30413918,954652
1/20/2022,Sex_Female,129763902,52.2,51.8,109505574,77,65,52.5,52.1,63.4,55,54.8,56.9,16708987,542749
1/20/2022,Ages_25-39_yrs,53093981,21.2,21.2,43946876,77.6,64.3,20.9,20.9,0,0,0,0,0,0
1/20/2022,Race_eth_known,185595418,100,74.1,162764079,,,100,77.4,72.9,100,100,100,27112946,851049
1/20/2022,Ages_50-64_yrs,58530977,23.4,23.4,50441279,91.9,79.2,24,24,0,0,0,0,0,0
1/20/2022,Race_eth_NHBlack,18741688,10.1,7.5,16108455,45.5,39.1,9.9,7.7,66.6,7.5,8.3,10.7,2046515,91203
1/20/2022,Ages_<5yrs,20047,0,0,3169,0.1,0,0,0,0,0,0,0,0,0
1/20/2022,Ages_65-74_yrs,33654786,13.4,13.4,28863238,95,90.5,13.7,13.7,61.4,58.2,59.7,62.5,17712916,596736
1/20/2022,Race_eth_NHAIAN,1671065,0.9,0.7,1368217,68.6,56.2,0.8,0.7,62.1,0.5,0.6,0.6,142603,5249
1/20/2022,Ages_16-17_yrs,5847577,2.3,2.3,4940235,69.7,58.9,2.3,2.3,0,0,0,0,0,0
1/20/2022,Sex_unknown,2234468,0.9,0.9,1514188,,,0.7,0.7,17.9,0.1,0.5,0.1,42037,1404
1/20/2022,Race_eth_NHAsian,12493982,6.7,5,11072973,65.8,58.3,6.8,5.3,82.8,4.6,4.1,5.9,1250760,50138
1/20/2022,Race_eth_Hispanic,37626017,20.3,15,31499306,59,49.4,19.4,15,62.4,8.5,10,13.8,2308776,117828
1/20/2022,Race_eth_unknown,65038647,35,25.9,47514982,,,29.2,22.6,29.6,12.2,30,12.2,3300972,103603
1/20/2022,Sex_known,248399602,100,99.1,208764878,,,100,99.3,63.2,100,100,100,30371881,953248
1/20/2022,Ages_40-49_yrs,34679412,13.8,13.8,29528266,85,72.4,14,14,0,0,0,0,0,0
1/20/2022,Age_known,250608667,100,100,210273259,,,100,100,62.9,100,100,100,30413918,954652
1/20/2022,Sex_Male,118635700,47.8,47.3,99259304,72.6,60.7,47.5,47.2,62.9,45,45.2,43.1,13662894,410499
1/20/2022,Ages_5-11_yrs,8342350,3.3,3.3,5685907,29,19.8,2.7,2.7,0,0,0,0,0,0
1/20/2022,Ages_<12yrs,8367450,3.3,3.3,5690377,17.3,11.7,2.7,2.7,0,0,0,0,0,0
1/20/2022,Ages_18-24_yrs,22901672,9.1,9.1,18430078,74.9,60.3,8.8,8.8,0,0,0,0,0,0
1/20/2022,Ages_12-15_yrs,10768294,4.3,4.3,8974359,63.7,53.1,4.3,4.3,0,0,0,0,0,0
1/20/2022,Race_eth_NHWhite,103401677,55.7,41.3,92543218,52.4,46.9,56.9,44,74.7,72.8,71.1,63.5,19729921,540818
1/20/2022,Ages_12-17_yrs,16615871,6.6,6.6,13914594,65.7,55,6.6,6.6,0,0,0,0,0,0
1/20/2022,Ages_75+_yrs,22764518,9.1,9.1,19458551,95,85,9.3,9.3,65.3,41.8,40.3,37.5,12701002,357916
1/20/2022,Race_eth_NHMult_Oth,11074235,6,4.4,9653677,95,95,5.9,4.6,73.7,5.9,5.8,5.1,1590565,43665
1/19/2022,Ages_50-64_yrs,58506192,23.4,23.4,50427459,91.9,79.2,24,24,0,0,0,0,0,0
1/19/2022,Ages_<12yrs,8326882,3.3,3.3,5635942,17.2,11.6,2.7,2.7,0,0,0,0,0,0
1/19/2022,US,250452933,,100,210144644,75.4,63.3,,100,62.8,,,,30355969,1013520
1/19/2022,Race_eth_NHMult_Oth,11066552,6,4.4,9646318,95,95,5.9,4.6,73.6,5.9,5.8,5.1,1588085,46548
1/19/2022,Ages_5-11_yrs,8302376,3.3,3.3,5631483,28.9,19.6,2.7,2.7,0,0,0,0,0,0
1/19/2022,Race_eth_known,185452662,100,74,162650490,,,100,77.4,72.8,100,100,100,27061735,903883
1/19/2022,Sex_unknown,2233144,0.9,0.9,1513807,,,0.7,0.7,17.9,0.1,0.5,0.2,41944,1520
1/19/2022,Ages_16-17_yrs,5842631,2.3,2.3,4936767,69.6,58.8,2.3,2.3,0,0,0,0,0,0
1/19/2022,Sex_known,248219789,100,99.1,208630837,,,100,99.3,63,100,100,100,30314025,1012000
1/19/2022,Ages_75+_yrs,22759680,9.1,9.1,19456331,95,84.9,9.3,9.3,65.2,41.8,40.3,37.1,12678778,376295
1/19/2022,Sex_Female,129671989,52.2,51.8,109438401,76.9,64.9,52.5,52.1,63.3,55,54.8,56.9,16676474,575571
1/19/2022,Ages_12-15_yrs,10755442,4.3,4.3,8963702,63.6,53,4.3,4.3,0,0,0,0,0,0
1/19/2022,Ages_65-74_yrs,33646273,13.4,13.4,28859058,95,90.5,13.7,13.7,61.3,58.2,59.7,62.9,17677191,637225
1/19/2022,Race_eth_NHNHOPI,586218,0.3,0.2,517807,63.1,55.8,0.3,0.2,63.7,0.2,0.2,0.3,43652,2295
1/19/2022,Age_known,250427534,100,100,210138838,,,100,100,62.8,100,100,100,30355969,1013520
1/19/2022,Ages_<5yrs,19458,0,0,3159,0.1,0,0,0,0,0,0,0,0,0
1/19/2022,Ages_18-24_yrs,22876774,9.1,9.1,18418141,74.8,60.2,8.8,8.8,0,0,0,0,0,0
1/19/2022,Race_eth_NHAIAN,1668926,0.9,0.7,1366865,68.5,56.1,0.8,0.7,61.9,0.5,0.6,0.6,142188,5503
1/19/2022,Race_eth_NHAsian,12482895,6.7,5,11064349,65.7,58.2,6.8,5.3,82.6,4.6,4.1,5.9,1248149,53287
1/19/2022,Ages_12-17_yrs,16598073,6.6,6.6,13900469,65.6,54.9,6.6,6.6,0,0,0,0,0,0
1/19/2022,Ages_40-49_yrs,34660127,13.8,13.8,29517244,85,72.4,14,14,0,0,0,0,0,0
1/19/2022,Race_eth_unknown,65000266,35,26,47494149,,,29.2,22.6,29.5,12.2,30,12.1,3294234,109637
1/19/2022,Sex_Male,118547800,47.8,47.3,99192436,72.5,60.7,47.5,47.2,62.7,45,45.2,43.1,13637551,436429
1/19/2022,Race_eth_Hispanic,37578988,20.3,15,31466176,58.9,49.4,19.3,15,62.2,8.5,10,13.8,2301221,124405
1/19/2022,Race_eth_NHBlack,18721179,10.1,7.5,16089938,45.4,39,9.9,7.7,66.4,7.5,8.3,10.6,2040511,95592
1/19/2022,Race_eth_NHWhite,103347904,55.7,41.3,92499037,52.4,46.9,56.9,44,74.6,72.8,71.1,63.8,19697929,576253
1/19/2022,Ages_25-39_yrs,53053533,21.2,21.2,43924194,77.6,64.2,20.9,20.9,0,0,0,0,0,0
1/19/2022,Age_unknown,25399,0,0,5806,,,0,0,0,0,0,0,0,0
1/18/2022,Race_eth_unknown,64952814,35.1,26,47469733,,,29.2,22.6,29.5,12.2,30,12.1,3285595,115586
1/18/2022,Race_eth_NHWhite,103282170,55.7,41.3,92446759,52.3,46.8,56.9,44,74.4,72.8,71.1,64.2,19655492,614376
1/18/2022,Race_eth_known,185278092,100,74,162515983,,,100,77.4,72.7,100,100,100,26994093,957284
1/18/2022,Ages_12-15_yrs,10740326,4.3,4.3,8951296,63.5,52.9,4.3,4.3,0,0,0,0,0,0
1/18/2022,Ages_<12yrs,8277994,3.3,3.3,5573467,17.1,11.5,2.7,2.7,0,0,0,0,0,0
1/18/2022,Sex_known,247999349,100,99.1,208472395,,,100,99.3,62.9,100,100,100,30237855,1071254
1/18/2022,Sex_Male,118439001,47.8,47.3,99113547,72.5,60.6,47.5,47.2,62.6,45,45.2,43.2,13604556,463120
1/18/2022,Race_eth_NHNHOPI,585378,0.3,0.2,517272,63,55.7,0.3,0.2,63.4,0.2,0.2,0.3,43466,2396
1/18/2022,Race_eth_NHMult_Oth,11057166,6,4.4,9637442,95,95,5.9,4.6,73.4,5.9,5.8,5.2,1584632,49320
1/18/2022,Ages_18-24_yrs,22846062,9.1,9.1,18403471,74.7,60.2,8.8,8.8,0,0,0,0,0,0
1/18/2022,Ages_16-17_yrs,5836637,2.3,2.3,4932583,69.6,58.8,2.3,2.3,0,0,0,0,0,0
1/18/2022,Age_known,250205520,100,100,209979917,,,100,100,62.7,100,100,100,30279688,1072870
1/18/2022,US,250230911,,100,209985721,75.4,63.2,,100,62.7,,,,30279688,1072870
1/18/2022,Ages_50-64_yrs,58475330,23.4,23.4,50410859,91.9,79.2,24,24,0,0,0,0,0,0
1/18/2022,Ages_75+_yrs,22753043,9.1,9.1,19453265,95,84.9,9.3,9.3,65,41.8,40.3,37,12648964,397417
1/18/2022,Sex_unknown,2231562,0.9,0.9,1513326,,,0.7,0.7,17.8,0.1,0.5,0.2,41833,1616
1/18/2022,Race_eth_Hispanic,37522296,20.3,15,31426293,58.9,49.3,19.3,15,61.9,8.5,10,13.5,2291664,129042
1/18/2022,Race_eth_NHAIAN,1666397,0.9,0.7,1365126,68.4,56.1,0.8,0.7,61.7,0.5,0.6,0.6,141703,5681
1/18/2022,Ages_65-74_yrs,33635266,13.4,13.4,28853651,95,90.5,13.7,13.7,61.1,58.2,59.7,63,17630724,675453
1/18/2022,Ages_40-49_yrs,34636470,13.8,13.8,29503801,84.9,72.3,14.1,14.1,0,0,0,0,0,0
1/18/2022,Ages_5-11_yrs,8254116,3.3,3.3,5569017,28.7,19.4,2.7,2.7,0,0,0,0,0,0
1/18/2022,Ages_12-17_yrs,16576963,6.6,6.6,13883879,65.5,54.9,6.6,6.6,0,0,0,0,0,0
1/18/2022,Sex_Female,129560348,52.2,51.8,109358848,76.9,64.9,52.5,52.1,63.1,55,54.8,56.8,16633299,608134
1/18/2022,Ages_25-39_yrs,53004392,21.2,21.2,43897524,77.5,64.2,20.9,20.9,0,0,0,0,0,0
1/18/2022,Race_eth_NHAsian,12468712,6.7,5,11054431,65.6,58.2,6.8,5.3,82.4,4.6,4.1,5.8,1244470,55936
1/18/2022,Age_unknown,25391,0,0,5804,,,0,0,0,0,0,0,0,0
1/18/2022,Ages_<5yrs,18832,0,0,3151,0.1,0,0,0,0,0,0,0,0,0
1/18/2022,Race_eth_NHBlack,18695973,10.1,7.5,16068660,45.4,39,9.9,7.7,66.1,7.5,8.3,10.5,2032666,100533
1/17/2022,Race_eth_NHMult_Oth,11047009,6,4.4,9628143,95,95,5.9,4.6,73.3,5.9,5.8,5.1,1580992,52366
1/17/2022,Ages_40-49_yrs,34611743,13.8,13.8,29489174,84.9,72.3,14.1,14.1,0,0,0,0,0,0
1/17/2022,US,249998908,,100,209820584,75.3,63.2,,100,62.5,,,,30199324,1140395
1/17/2022,Race_eth_Hispanic,37463431,20.2,15,31384921,58.8,49.2,19.3,15,61.7,8.5,10,13.3,2281435,134990
1/17/2022,Ages_18-24_yrs,22812394,9.1,9.1,18387377,74.6,60.1,8.8,8.8,0,0,0,0,0,0
1/17/2022,Sex_unknown,2230157,0.9,0.9,1512878,,,0.7,0.7,17.8,0.1,0.5,0.2,41719,1745
1/17/2022,Age_known,249973528,100,100,209814781,,,100,100,62.5,100,100,100,30199324,1140395
1/17/2022,Ages_50-64_yrs,58442838,23.4,23.4,50392979,91.8,79.2,24,24,0,0,0,0,0,0
1/17/2022,Race_eth_NHAIAN,1664003,0.9,0.7,1363446,68.3,56,0.8,0.6,61.5,0.5,0.6,0.6,141201,5949
1/17/2022,Ages_75+_yrs,22746683,9.1,9.1,19450147,95,84.9,9.3,9.3,64.9,41.8,40.3,37.1,12618085,422603
1/17/2022,Race_eth_NHWhite,103213142,55.8,41.3,92392777,52.3,46.8,56.9,44,74.2,72.8,71.1,64.6,19610129,657466
1/17/2022,Age_unknown,25380,0,0,5803,,,0,0,0,0,0,0,0,0
1/17/2022,Ages_<12yrs,8228772,3.3,3.3,5511960,17,11.4,2.6,2.6,0,0,0,0,0,0
1/17/2022,Race_eth_known,185095307,100,74,162375642,,,100,77.4,72.5,100,100,100,26922128,1017691
1/17/2022,Ages_5-11_yrs,8205517,3.3,3.3,5507519,28.5,19.2,2.6,2.6,0,0,0,0,0,0
1/17/2022,Race_eth_NHNHOPI,584620,0.3,0.2,516600,63,55.6,0.3,0.2,63.2,0.2,0.2,0.2,43262,2500
1/17/2022,Sex_Male,118324634,47.8,47.3,99031107,72.4,60.6,47.5,47.2,62.5,45,45.2,43.3,13569481,493439
1/17/2022,Race_eth_unknown,64903596,35.1,26,47444937,,,29.2,22.6,29.4,12.2,30,12.1,3277196,122704
1/17/2022,Race_eth_NHBlack,18669635,10.1,7.5,16045916,45.3,38.9,9.9,7.6,65.9,7.5,8.3,10.4,2024596,105754
1/17/2022,Ages_16-17_yrs,5830492,2.3,2.3,4928503,69.5,58.7,2.3,2.3,0,0,0,0,0,0
1/17/2022,Race_eth_NHAsian,12453467,6.7,5,11043839,65.6,58.1,6.8,5.3,82.2,4.6,4.1,5.8,1240513,58666
1/17/2022,Ages_25-39_yrs,52952059,21.2,21.2,43868137,77.4,64.1,20.9,20.9,0,0,0,0,0,0
1/17/2022,Ages_12-15_yrs,10724712,4.3,4.3,8938677,63.4,52.8,4.3,4.3,0,0,0,0,0,0
1/17/2022,Ages_65-74_yrs,33623835,13.5,13.4,28847827,95,90.5,13.7,13.7,60.9,58.2,59.7,62.9,17581239,717792
1/17/2022,Sex_Female,129444117,52.2,51.8,109276599,76.8,64.8,52.5,52.1,63,55,54.8,56.7,16588124,645211
1/17/2022,Ages_<5yrs,18214,0,0,3143,0.1,0,0,0,0,0,0,0,0,0
1/17/2022,Ages_12-17_yrs,16555204,6.6,6.6,13867180,65.4,54.8,6.6,6.6,0,0,0,0,0,0
1/17/2022,Sex_known,247768751,100,99.1,208307706,,,100,99.3,62.7,100,100,100,30157605,1138650
1/16/2022,Ages_<5yrs,17730,0,0,3138,0.1,0,0,0,0,0,0,0,0,0
1/16/2022,Sex_Male,118222842,47.8,47.3,98967234,72.3,60.5,47.5,47.2,62.4,45,45.2,43.5,13546908,535366
1/16/2022,Race_eth_NHWhite,103148807,55.8,41.3,92348141,52.3,46.8,56.9,44,74.1,72.9,71.1,65,19580700,715817
1/16/2022,Ages_16-17_yrs,5823534,2.3,2.3,4924675,69.4,58.7,2.3,2.3,0,0,0,0,0,0
1/16/2022,Sex_known,247563321,100,99.1,208179917,,,100,99.3,62.6,100,100,100,30104562,1231012
1/16/2022,Race_eth_NHMult_Oth,11037502,6,4.4,9620288,95,95,5.9,4.6,73.2,5.9,5.8,5.1,1578243,55751
1/16/2022,Ages_40-49_yrs,34590720,13.8,13.8,29477807,84.8,72.3,14.1,14.1,0,0,0,0,0,0
1/16/2022,Ages_12-17_yrs,16529941,6.6,6.6,13851337,65.3,54.7,6.6,6.6,0,0,0,0,0,0
1/16/2022,Ages_5-11_yrs,8159011,3.3,3.3,5461514,28.4,19,2.6,2.6,0,0,0,0,0,0
1/16/2022,Ages_25-39_yrs,52908027,21.2,21.2,43845693,77.4,64.1,20.9,20.9,0,0,0,0,0,0
1/16/2022,Race_eth_NHAIAN,1663013,0.9,0.7,1362842,68.3,56,0.8,0.6,61.5,0.5,0.6,0.6,141043,6520
1/16/2022,US,249792924,,100,209692547,75.2,63.2,,100,62.4,,,,30146243,1232958
1/16/2022,Ages_75+_yrs,22742077,9.1,9.1,19448021,95,84.9,9.3,9.3,64.8,41.8,40.3,37.1,12598504,457821
1/16/2022,Race_eth_NHBlack,18648431,10.1,7.5,16030154,45.2,38.9,9.9,7.6,65.8,7.5,8.3,10.4,2020098,113966
1/16/2022,Race_eth_known,184932198,100,74,162266348,,,100,77.4,72.4,100,100,100,26874572,1100609
1/16/2022,Ages_18-24_yrs,22783982,9.1,9.1,18374742,74.5,60.1,8.8,8.8,0,0,0,0,0,0
1/16/2022,Ages_<12yrs,8181775,3.3,3.3,5465947,16.9,11.3,2.6,2.6,0,0,0,0,0,0
1/16/2022,Race_eth_unknown,64860721,35.1,26,47426194,,,29.2,22.6,29.3,12.2,30,12,3271671,132349
1/16/2022,Race_eth_NHAsian,12437682,6.7,5,11034206,65.5,58.1,6.8,5.3,82,4.6,4.1,5.6,1237251,62102
1/16/2022,Sex_unknown,2229603,0.9,0.9,1512630,,,0.7,0.7,17.8,0.1,0.5,0.2,41681,1946
1/16/2022,Ages_65-74_yrs,33615290,13.5,13.5,28843722,95,90.5,13.8,13.8,60.8,58.2,59.7,62.9,17547739,775137
1/16/2022,Race_eth_Hispanic,37412772,20.2,15,31354472,58.7,49.2,19.3,15,61.5,8.5,10,13.1,2274093,143756
1/16/2022,Age_known,249767546,100,100,209686744,,,100,100,62.4,100,100,100,30146243,1232958
1/16/2022,Ages_50-64_yrs,58415734,23.4,23.4,50379475,91.8,79.1,24,24,0,0,0,0,0,0
1/16/2022,Sex_Female,129340479,52.2,51.8,109212683,76.7,64.8,52.5,52.1,62.9,55,54.8,56.5,16557654,695646
